date,dish,url,servings,recipe
2020-01-15,Pizza bianca met truffelmascarpone,https://www.ah.nl/allerhande/recept/R-R1192725/pizza-bianca-met-truffelmascarpone,4 personen,Verwarm de oven voor op 200 °C. Rol het pizzadeeg met het bijgeleverde bakpapier uit op een bakplaat. Meng de mascarpone met de helft van de tapenade en bestrijk de pizzabodem ermee. Bak de pizza ca. 20 min. in het midden van de oven.  Neem de pizza uit de oven en verdeel de rest van de tapenade erover. Scheur de ham in stukjes en verdeel samen met de rucola over de pizza. Snijd in 8 punten en serveer.
2020-01-16,Broodje sloppy joe,https://www.ah.nl/allerhande/recept/R-R1190706/broodje-sloppy-joe,6 personen,"Verhit een hapjespan zonder olie of boter en bak het gehakt op middelhoog vuur in 6 min. rul.  Snipper ondertussen de ui en snijd de knoflook fijn. Halveer de paprika en verwijder de steelaanzet en zaadlijsten. Snijd het vruchtvlees in blokjes van een ½ cm. Schep het gehakt in een zeef en laat goed uitlekken. Verhit ondertussen de boter in dezelfde pan en bak de ui, knoflook en paprika 5 min. op middelhoog vuur. Roer regelmatig. Voeg het gehakt, de tomato frito, barbecuesaus en chilivlokken en het water toe en laat nog 5 min. op laag vuur koken Snijd de bollen open en beleg met wat sla, het gehakt, de augurken en de uitjes."
2020-01-17,Piadina-panpizza met ham en rucola,https://www.ah.nl/allerhande/recept/R-R1192723/piadina-panpizza-met-ham-en-rucola,4 personen," Verhit 2 koekenpannen zonder olie of boter op middelhoog vuur. Leg in elke koekenpan 1 piadina. Bak 1 min. en keer om. Draai het vuur laag. Bestrijk elke omgedraaide piadina met 1 el tomaten-groentepuree en verdeel de helft van de mozzarella erover. Bak op laag vuur tot de mozzarella is gesmolten, dit duurt ca. 3 min.  Laat de panpizza’s uit de pan op een bord glijden en verdeel de helft van de rauwe ham, de helft van de rucola en de helft van de kaas flakes erover. Snijd in punten en serveer. Maak zo de rest van de panpizza’s met de rest van de ingrediënten."
2020-01-20,Tortillapizza met mini-mozzarella,https://www.ah.nl/allerhande/recept/R-R1193402/tortillapizza-met-mini-mozzarella,2 personen, Verwarm de oven voor op 200 ˚C. Verdeel de tortillawraps over een met bakpapier beklede bakplaat.  Snijd de tomaten uit het blik gepelde tomaten fijn en verdeel samen met de saus over de wraps. Halveer de mini-mozzarellabolletjes en verdeel erover. Haal de blaadjes van de verse Italiaanse kruiden en snijd fijn. Verdeel over de tortillapizza's. Bak de tortillapizza’s in het midden van de oven in ca. 10 min. krokant en gaar. 
2020-01-21,Vegan 'omelet' met champignons,https://www.ah.nl/allerhande/recept/R-R1191965/vegan-omelet-met-champignons,2 personen," Verhit de helft van de olie in een hapjespan en bak de champignons 10 min. op middelhoog vuur. Roer regelmatig om en breng op smaak met peper en eventueel zout.  Laat de kikkererwten uitlekken en vang het vocht op in een kom. De kikkererwten zelf worden niet gebruikt in dit recept.  Mix het opgevangen vocht (aquafaba) met de handmixer luchtig. Doe het kikkererwtenmeel, tarwebloem, bakpoeder, edelgistvlokken en een snufje zout in een andere kom en meng met een garde door elkaar. Voeg al roerend met een garde de aquafaba en 150 ml water (per 2 omeletten) toe. Het mengsel moet net wat dunner worden dan pannenkoekenbeslag.  Verhit de helft van de rest van de olie in een koekenpan en schenk met een soeplepel de helft van het beslag in de pan. Bak de omelet ca. 1 min. op middelhoog vuur. zet een deksel op de pan en bak nog 3 min. af totdat de omelet gaar is op laag vuur. Maak zo nog een omelet.  Meng de mayonaise met ½ el water (per 2 omeletten). Serveer de omelet op een bord met daarop wat veldsla, champignons en besprenkel met de mayo."
2020-01-22,Pulled jackfruit-kerriesalade op een groentebroodje,https://www.ah.nl/allerhande/recept/R-R1192596/pulled-jackfruit-kerriesalade-op-een-groentebroodje,4 personen,"Verwarm de broodjes volgens de aanwijzingen op de verpakking. Laat het jackfruit uitlekken en spoel af onder koud stromend water. Pluk de draderige delen en kneus de harde delen tot stukjes. Verhit de olie in een hapjespan en bak het jackfruit met de uienpoeder en kerriepoeder 5 min. op middelhoog vuur. Schep af en toe om. Snijd de avocado overlangs doormidden. Verwijder de pit. Schep het vruchtvlees met een lepel uit de schil. Prak fijn met een vork en meng het samen met de mayonaise door het jackfruit. Zet het vuur uit. Verwijder het klokhuis van de appel, snijd het vruchtvlees in blokjes van een ½ cm en meng door de salade.  Breng op smaak met peper en eventueel zout. Vul de broodjes met de kerriesalade."
2020-01-23,Ultieme pantosti met verse tomatendip,https://www.ah.nl/allerhande/recept/R-R1190219/ultieme-pantosti-met-verse-tomatendip,4 personen,Beleg de helft van de sneetjes brood met de helft van de kaas. Verdeel daar de plakken ham en vervolgens de rest van de kaas over.  Leg de overige sneetjes brood erop. Bestrijk de bovenkanten allemaal met 1 tl mayonaise per tosti. Verhit 2 koekenpannen op laag vuur en leg de tosti’s met de mayonaisekant naar beneden in de pannen. Bestrijk nu de bovenkanten met de rest van de mayonaise. Keer de tosti’s na 4 min. als ze goudbruin zijn en bak nog 3 min. Snijd ondertussen de tomaten doormidden en rasp ze op een grove rasp. Meng de chipotle en de olijfolie erdoor. Breng eventueel op smaak met zout. Neem de tosti’s uit de pan en snijd ze doormidden. Serveer de tomatendip apart erbij.
2020-01-24,Meergranen stokbrood met cottage cheese en gerookte zalm,https://www.ah.nl/allerhande/recept/R-R1194386/meergranen-stokbrood-met-cottage-cheese-en-gerookte-zalm,4 personen,"Verwarm de oven voor op 220 °C. Bak het stokbrood af volgens de aanwijzingen op de verpakking. Haal ondertussen de blaadjes van de kropsla los, was en droog ze. Snijd het stokbrood in de lengte open en beleg de onderste helft met de sla, zalm en cottage cheese. Bestrooi met peper."
2020-01-27,Vegetarische ontbijtburger met broccoli ,https://www.ah.nl/allerhande/recept/R-R1190209/vegetarische-ontbijtburger-met-broccoli,10 porties,"Rasp de kaas. Klop de eieren los in een grote kom en schep de broccolirijst en kaas erdoor. Breng op smaak met peper en eventueel zout. Verhit de helft van de olie in een hapjespan en bak de helft van het mengsel in hoopjes van 5 cm. Bak 5 min. op middelhoog vuur. Keer halverwege. Druk ondertussen met een spatel aan alle kanten aan tot dikke ronde burgers. Maak zo nog een portie totdat je 10 burgers hebt. Haal ondertussen de blaadjes sla van de paarse krop romaine en halveer. Snijd de tomaten in plakjes. Besmeer de broodjes met de zuivelspread en leg op elke broodje wat sla, een burger, tomaat en tuinkers. Serveer direct."
2020-01-28,Geitenkaassalade met croutons van mueslibrood,https://www.ah.nl/allerhande/recept/R-R1194827/geitenkaassalade-met-croutons-van-mueslibrood,4 personen,"Verwarm de oven voor op 180 °C. Snijd de sneetjes brood elk kruislings door zodat je 4 driehoekjes uit elke snee haalt. Bestrijk met ⅓ van de olie en bestrooi met de rozemarijn. Verdeel het brood over een met bakpapier beklede bakplaat en leg de kaas in het midden. Bak het brood en de kaas in ca. 8 min. in het midden van de oven. Neem het brood uit de oven en bak de geitenkaas nog 2­-3 min. op de grillstand of totdat de bovenkant van de kaas goudbruin kleurt. Haal de kaas met behulp van het bakpapier van de bakplaat zodat het sneller afkoelt. Meng ondertussen met een vork de vijgenconfiture los met de mosterd, azijn en de rest van de olie tot een dressing. Pel de mandarijnen en haal de parten uit elkaar. Verdeel de sla over de borden en verdeel daar de parten mandarijn en muesli­ croutons over.  Verbrokkel de geitenkaas erover. Besprenkel met de dressing."
2020-01-29,'The day after'-ontbijt,https://www.ah.nl/allerhande/recept/R-R1189671/the-day-after-ontbijt,4 personen,"Snipper de ui en snijd de knoflook fijn. Verhit de boter in een grote koekenpan en bak de ui met de knoflook. Voeg de spekreepjes, de groente en de aardappel toe en bak goudbruin. Breek de eieren boven de pan en leg er de cherrytomaten tussen. Snijd de kruiden fijn. Bak tot het eiwit van de eieren net gestold is en bestrooi met de kruiden. Serveer met brood, sla, de avocado, de sriracha en eventueel leftover mierikswortelsaus (dit recept vind je elders op deze website)."
2020-01-30,Spicy sushisalade in a jar,https://www.ah.nl/allerhande/recept/R-R1190427/spicy-sushisalade-in-a-jar,4 personen,"Spoel de rijst onder koud stromend water tot het water helder is. Laat de rijst 30 min. in koud water weken. Laat de rijst goed uitlekken en breng met het water en het zout aan de kook. Laat 10 min. met de deksel op de pan koken op zo laag mogelijk vuur.  Doe de rijst in een wijde lage schaal en roer er de rijstazijn door. Laat afkoelen tot kamertemperatuur. Laat de tonijn uitlekken en meng met de sriracha. Meng de rest van de rijstazijn door de peen julienne. Snijd de avocado in blokjes van 0.5 cm.  Schil de komkommer, verwijder de zaadjes met een theelepel en snijd het vruchtvlees in blokjes van 0.5 cm. Knip de nori in de breedte in zo dun mogelijke reepjes. Verdeel ⅓ van de rijst over de bodem van de potjes. Verdeel daar achtereenvolgens de helft van de nori, alle wortel, alle komkommer en de helft van de gember over.  Dek af met de helft van de overgebleven rijst. Verdeel hier de rest van de nori, alle tonijn, alle avocado en alle sojabonen over.  Verdeel de rest van de gember erover en dek af met de rest van de rijst. Bestrooi met het sesamzaad. Bewaar afgesloten in de koelkast."
2020-01-31,"Minifrittata’s met spinazie, ham en rode ui",https://www.ah.nl/allerhande/recept/R-R1194983/minifrittata-s-met-spinazie-ham-en-rode-ui,12 porties," Verwarm de oven voor op 180 °C. Snipper de rode ui. Verwarm de olie in een grote koekenpan of hapjespan. Fruit de ui 5 min. onder regelmatig omscheppen op middelhoog vuur. Voeg de spinazie in delen toe en laat het omscheppend slinken. Breng op smaak met zout en versgemalen peper. Schep het ui-spinaziemengsel in een zeef of vergiet. Druk met de achterkant van een lepel zoveel mogelijk water uit de spinazie.  Hak de hazelnoten grof. Verhit een koekenpan zonder olie of boter en rooster hierin de hazelnoten in 5 min. bruin. Snijd de achterham in stukjes. Snijd de spinazie grof. Klop de eieren los met een garde. Doe de crème fraîche en mosterd erbij en roer tot alles goed gemengd is. Breng op smaak met versgemalen peper en zout.  Zet de papieren cakevormpjes in de muffinvorm. Verdeel het ui-spinaziemengsel over de vormpjes. Verdeel de stukjes ham en hazelnoten erover. Giet het ei-roommengsel erover. Tik een paar keer voorzichtig met de vorm op het aanrecht, zodat eventuele luchtbelletjes verdwijnen. Bak de minifrittata’s in het midden van de oven in ca. 20 min. goudgeel en gaar. Laat ze 10 min. afkoelen in de vorm voor je ze eruit haalt."
2020-02-03,Rijkgevulde ontbijtsalade met volkoren croutons en blauwe bessen,https://www.ah.nl/allerhande/recept/R-R1190197/rijkgevulde-ontbijtsalade-met-volkoren-croutons-en-blauwe-bessen,2 personen,"Rooster de sneetjes brood en scheur in kleine stukjes tot croutons. Verhit een koekenpan zonder olie of boter en rooster de pompoenpitten 3 min. op laag vuur. Snijd de snoepkomkommer in plakjes. Verbrokkel de feta. Verdeel de waterkers, komkommer, blauwe bessen, croutons, feta en pompoenpitten over diepe borden. Besprenkel de salade met de olijfolie, honing en een beetje citroensap. "
2020-02-04,Donker meergranenbrood met hummus en kiemgroenten,https://www.ah.nl/allerhande/recept/R-R1188518/donker-meergranenbrood-met-hummus-en-kiemgroenten,2 personen,Besmeer de sneetjes brood met de hummus. Snijd de gegrilde groente in reepjes en verdeel over de helft van de sneetjes brood. Verdeel daarover de kiemgroenten. Dek af met de rest van het brood en snijd doormidden.
2020-02-05,"Bagel gerookte zalm, roomkaas en kappertjes",https://www.ah.nl/allerhande/recept/R-R1193871/bagel-gerookte-zalm-roomkaas-en-kappertjes,4 personen,Rooster de bagels volgens de aanwijzingen op de verpakking. Snipper de ui fijn. Snijd de komkommer in dunne plakjes. Snijd de bagels door en besmeer beide zijden met de zuivelspread. Beleg de bagels met de gerookte zalm en de plakjes komkommer en bestrooi met de ui en de kappertjes. Breng op smaak met zwarte peper.
2020-02-06,Koolhydraatarme lunch-salade met gegrilde makreelfilet en venkel,https://www.ah.nl/allerhande/recept/R-R1194759/koolhydraatarme-lunch-salade-met-gegrilde-makreelfilet-en-venkel,2 personen,"Snijd de onderkant van de venkel, halveer in de lengte en snijd in de lengte in dunne reepjes. Halveer de komkommers in de lengte en snijd in reepjes. Snijd de onderkant van het witlof, halveer in de lengte en snijd in de lengte in dunne reepjes. Boen de appel schoon. Halveer en verwijder het klokhuis. Snijd het vruchtvlees in dunne reepjes (julienne). Snijd de bieslook fijn. Doe de kikkererwten in een vergiet en spoel af onder koud stromend water. Laat de makreel uitlekken en vang de olie op. Meng de opgevangen olie met de azijn tot een dressing.  Meng de venkel, komkommer, witlof, appel, kikkererwten, veldsla, bieslook en dressing tot een salade en verdeel over diepe borden. Verdeel de makreel erover en bestrooi met peper."
2020-02-07,Broodje vegetarische filet americain met ei en rode ui,https://www.ah.nl/allerhande/recept/R-R1194902/broodje-vegetarische-filet-americain-met-ei-en-rode-ui,4 personen,"Kook de eieren in 7 min. bijna hard. Laat schrikken, pel ze en snijd in plakjes. Snipper ondertussen de ui zeer fijn. Snijd de tijgerbollen overlangs doormidden. Besmeer de onderste helften met de vegetarische filet americain en de bovenste helften met de mayonaise. Verdeel de rode ui, augurkenblokjes en plakjes ei over de onderste helften en breng op smaak met peper en zout. Leg de bovenste helften erop en serveer direct."
2020-02-10,Chocolade-croissantjes & ontbijtquiches,https://www.ah.nl/allerhande/recept/R-R1191850/chocolade-croissantjes-en-ontbijtquiches,4 personen,"Verwarm de oven voor op 180 °C. Vet de holten en randen van de muffinvorm goed in met de olie. Rol het croissantdeeg uit en verdeel in 3 gelijke vierkanten (per 4 personen). Snijd 2 vierkanten horizontaal, zodat je 4 rechthoeken krijgt (per 4 personen).  Bekleed 4 holten elk met 1 rechthoek deeg. Je krijgt dan 4 bakjes. Snijd elke plak kaas in stukjes en halveer de plakjes ham. Verdeel de kaas en ham over de bladerdeegbakjes en druk goed aan. Klop de eieren los en breng op smaak met peper. Verdeel de losgeklopte eieren over de gevulde holten en bak ca. 20 min. onder het midden van de oven goudbruin en gaar. Snijd ondertussen de rest van het croissantdeeg in 4 driehoeken. Breek de chocolade in stukjes en verdeel over de driehoeken. Rol het driehoekje op tot een croissantje, verdeel over een met bakpapier beklede bakplaat en bak de croissants de laatste 12 min. mee met de ontbijtquiches. Bestrooi de quiches voor het serveren met de tuinkers."
2020-02-11,"Koolwraps met vegagehakt, komkommer en radijs",https://www.ah.nl/allerhande/recept/R-R1191942/koolwraps-met-vegagehakt-komkommer-en-radijs,4 personen,"Breng een grote pan met water aan de kook. Haal 2 mooie bladeren per persoon van de kool en kook ze in delen in 2 min. Spoel met koud water, laat uitlekken en dep droog met keukenpapier. Schil en rasp de gember. Verhit de olie in een koekenpan en bak het vegagehakt en de gember 4 min. op middelhoog vuur. Breng op smaak met de sojasaus en zet het vuur uit.  Halveer ondertussen de komkommer in de lengte en snijd in plakjes (verwijder eventueel met een theelepel de zaadlijsten). Snijd ook de radijs in plakjes.  Schep (bij 4 personen) 1/8 van het gehaktmengsel, wat komkommer en radijs op het stevige deel van de kool en rol op tot de helft. De zijkanten mogen open blijven. Maak (bij 4 personen) zo nog 7 pakketjes. Serveer de rest van de groente erbij als salade. "
2020-02-12,Pantosti 'caprese',https://www.ah.nl/allerhande/recept/R-R1193762/pantosti-caprese,4 personen,"Snijd de tomaat in plakken van ca. een ½ cm dik. Snijd de mozzarella in plakken van ca. een ½ cm dik.  Besmeer 1 snee brood per persoon met pestospread. Beleg met de mozzarella en tomaat. Breng op smaak met zwarte peper. Leg de andere sneetjes brood erop.  Zet 2 koekenpannen op laag vuur. Verhit per koekenpan ⅓ van de olie en leg de tosti’s erin. Keer de tosti’s na 5 min. als ze goudgeel zijn, voeg per pan nog 1 el olie toe en bak nog 4 min. aan de andere kant."
2020-02-13,"Krokante tortilla met hummus, groene kruiden en witte kaas",https://www.ah.nl/allerhande/recept/R-R1190196/krokante-tortilla-met-hummus-groene-kruiden-en-witte-kaas,4 personen,"Haal de blaadjes van de takjes munt en basilicum. Snijd de munt, het basilicum en de koriander fijn. Snijd de bietjes in partjes. Verhit 2 koekenpannen op laag vuur. Bestrijk de tortilla’s met de olie en bak ze in 2 delen 3 min. in de koekenpannen. Keer halverwege. Leg de tortilla’s elk op een bord en bestrijk ze met de hummus. Verdeel de bietjes erover, bestrooi met de kruiden en verkruimel de witte kaas erover."
2020-02-14,Rundvleescroquetten van Holtkamp,https://www.ah.nl/allerhande/recept/R-R1190291/rundvleescroquetten-van-holtkamp,12 porties,"Doe de runderriblappen in een pan en schenk het water erbij. Kneus de peperkorrels met het lemmet van een keukenmes of in een vijzel en voeg samen met het zout toe aan de pan. Breng aan de kook en zet het vuur laag. Schep het schuim eraf met een schuimspaan en voeg de soepgroenten toe.  Laat het vlees met de deksel op de pan ca. 3 uur zachtjes garen. Zet het vuur uit en laat de bouillon ca. 4 uur afkoelen. Haal het vlees er met een schuimspaan uit en snijd in kleine blokjes (ca. 3 mm). Zeef de bouillon en weeg 500 g bouillon af. Week de blaadjes gelatine 5 min. in ruim koud water. Hak de peterselie fijn en splits 2 eieren (zet het eiwit koel weg voor later gebruik).  Smelt de boter in een pan met dikke bodem. Roer met een garde de bloem erdoor.  Laat 1 à 2 min. doorgaren, zodat het goudgeel van kleur is en het loslaat van de bodem (roux). Schenk de afgewogen, afgekoelde bouillon bij de roux en laat al roerend rustig binden tot een dikke ragout (salpicon).  Haal de pan van het vuur als de ragout glanst en niet meer melig smaakt; dit duurt ca. 8 min. Roer de uitgeknepen gelatine door de ragout. Roer daarna de 2 eidooiers, de slagroom, maggi en mosterd erdoor.  Breng hoog op smaak met de nootmuskaat, peper en zout. Roer de blokjes vlees en peterselie er voorzichtig door. Doe de ragout in een platte schaal en laat, afgedekt met vershoudfolie, 24 uur opstijven in de koelkast. Droog het witbrood 1 uur op 120 °C in de oven en ‘crush’ het. Weeg 150 g grof paneermeel en 100 g fijn paneermeel af. Schep (eventueel met een grote ijsschep) bollen van ca. 75 g van de ragout. Rol ze door het fijne paneermeel tot een croquet. Meng de extra eetlepel bloem met 2 el van het achtergehouden eiwit tot een egaal papje. Splits de overige 3 eieren (de eidooiers worden niet gebruikt). Meng alle overige eiwitten ook door het bloempapje. Haal de croquetten erdoor en rol ze door het grove paneermeel. Verhit de olie in een (frituur)pan tot 185 °C. Frituur de croquetten in 4 min. goudbruin."
2020-02-17,Volkorentosti met biet en geitenkaas,https://www.ah.nl/allerhande/recept/R-R1191945/volkorentosti-met-biet-en-geitenkaas,2 personen," Verkruimel de geitenkaas en verdeel over de helft van de sneetjes brood. Meng de bietjes met de balsamico en verdeel over de geitenkaas. Hak de walnoten grof en verdeel erover.
 Dek af met de rest van de sneetjes brood en druk aan. Bak de tosti’s in in het tosti-ijzer zonder olie of in een koekenpan met de olie. Snijd schuin doormidden en serveer direct."
2020-02-18,Pizzabroodjes,https://www.ah.nl/allerhande/recept/R-R1192726/pizzabroodjes,4 personen,"Verwarm de oven voor op 200 °C. Rol het pizzadeeg uit en bestrijk het deeg met de tomatensaus, laat 2 cm van de rand vrij.  Bestrooi het deeg met de geraspte kaas en oregano. Leg de plakjes salami erop. Leg de aspergetips parallel met de lange kant van het deeg, zodat je het deeg straks makkelijk kunt oprollen. Leg het deeg met de lange kant naar je toe en rol het op, zodat je een lange rol krijgt. Snijd de rol in 8 gelijke stukken.   Leg 1 opgerold stuk met de snijkant naar boven in het midden van de springvorm. Leg de rest van de stukken er op dezelfde manier losjes omheen. Bak de broodjes in ca. 20 min. goudbruin en gaar. Serveer warm of koud."
2020-02-19,Volkorentosti met biet en geitenkaas,https://www.ah.nl/allerhande/recept/R-R1191945/volkorentosti-met-biet-en-geitenkaas,2 personen," Verkruimel de geitenkaas en verdeel over de helft van de sneetjes brood. Meng de bietjes met de balsamico en verdeel over de geitenkaas. Hak de walnoten grof en verdeel erover.
 Dek af met de rest van de sneetjes brood en druk aan. Bak de tosti’s in in het tosti-ijzer zonder olie of in een koekenpan met de olie. Snijd schuin doormidden en serveer direct."
